AGRICULTURE SECRETARIAT,01A,DRIVER
AGRICULTURE SECRETARIAT,01A,EXECUTIVE ENGINEER(CIVIL)
AGRICULTURE SECRETARIAT,01A,FIRST DIVISION ASSISTANT
AGRICULTURE SECRETARIAT,01A,FIRST DIVISION CLERK
AGRICULTURE SECRETARIAT,01A,GAZETTED PERSONAL ASSISTANT
AGRICULTURE SECRETARIAT,01A,GOVERNMENT PROSECUTOR/LEGAL OFFICER(SENIOR)
AGRICULTURE SECRETARIAT,01A,HEAD CONSTABLE
AGRICULTURE SECRETARIAT,01A,JAMEDAR
AGRICULTURE SECRETARIAT,01A,JOINT SECRETARY
AGRICULTURE SECRETARIAT,01A,JUNIOR ACCOUNTS ASSISTANT
AGRICULTURE SECRETARIAT,01A,JUNIOR ASSISTANT
AGRICULTURE SECRETARIAT,01A,LAW OFFICER
AGRICULTURE SECRETARIAT,01A,LIFT ATTENDER
AGRICULTURE SECRETARIAT,01A,MEMBER SECRETARY
AGRICULTURE SECRETARIAT,01A,MIS SENIOR EXECUTIVE
AGRICULTURE SECRETARIAT,01A,OFFICER ON SPECIAL DUTY
AGRICULTURE SECRETARIAT,01A,PERSONAL ASSISTANT
AGRICULTURE SECRETARIAT,01A,PERSONAL SECRETARY (SELECTION GRADE)
AGRICULTURE SECRETARIAT,01A,PERSONAL SECRETARY GRADE -  I
AGRICULTURE SECRETARIAT,01A,PERSONAL SECRETARY GRADE -  II
AGRICULTURE SECRETARIAT,01A,PHARMACIST
AGRICULTURE SECRETARIAT,01A,POLICE CONSTABLE
AGRICULTURE SECRETARIAT,01A,POLICE INSPECTOR
AGRICULTURE SECRETARIAT,01A,PROJECT ASSISTANT
AGRICULTURE SECRETARIAT,01A,PROJECT DIRECTOR
AGRICULTURE SECRETARIAT,01A,PROJECT OFFICER
AGRICULTURE SECRETARIAT,01A,RESEARCH OFFICER
AGRICULTURE SECRETARIAT,01A,RESERVE POLICE INSPECTOR
AGRICULTURE SECRETARIAT,01A,S.D.C
AGRICULTURE SECRETARIAT,01A,SCIENTIFIC OFFICER
AGRICULTURE SECRETARIAT,01A,SECOND DIVISION ASSISTANT
AGRICULTURE SECRETARIAT,01A,SECTION OFFICER
AGRICULTURE SECRETARIAT,01A,SECTION OFFICER - DRAFTING
AGRICULTURE SECRETARIAT,01A,SECTION SUPERINTENDENT
AGRICULTURE SECRETARIAT,01A,SENIOR ASSISTANT
AGRICULTURE SECRETARIAT,01A,SENIOR ASSISTANT LIBRARIAN
AGRICULTURE SECRETARIAT,01A,SENIOR DRIVER
AGRICULTURE SECRETARIAT,01A,SENIOR HEALTH INSPECTOR
AGRICULTURE SECRETARIAT,01A,SENIOR PERSONAL SECRETARY
AGRICULTURE SECRETARIAT,01A,SENIOR STENOGRAPHER
AGRICULTURE SECRETARIAT,01A,SENIOR TRANSLATOR
AGRICULTURE SECRETARIAT,01A,SENIOR TYPIST
AGRICULTURE SECRETARIAT,01A,SENIOR VETERINARY OFFICER
AGRICULTURE SECRETARIAT,01A,SHERISTEDAR
AGRICULTURE SECRETARIAT,01A,SPECIAL OFFICER
AGRICULTURE SECRETARIAT,01A,SPECIAL RESERVE HEAD CONSTABLE
AGRICULTURE SECRETARIAT,01A,SPECIAL RESERVED POLICE CONSTABLE
AGRICULTURE SECRETARIAT,01A,SPECIAL SECRETARY
AGRICULTURE SECRETARIAT,01A,STENOGRAPHER
AGRICULTURE SECRETARIAT,01A,SUB-INSPECTOR OF POLICE
AGRICULTURE SECRETARIAT,01A,SUPERINTENDENT
AGRICULTURE SECRETARIAT,01A,SUPERINTENDENT OF POLICE
AGRICULTURE SECRETARIAT,01A,TAHSILDAR
AGRICULTURE SECRETARIAT,01A,TYPIST
AGRICULTURE SECRETARIAT,01A,UNDER SECRETARY
AGRICULTURE SECRETARIAT,01A,UNDER SECRETARY TO GOVERNMENT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADDITIONAL DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADMINISTRATIVE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADMINISTRATIVE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURAL IMPLEMENTS SUPERVISOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURAL OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE OFFICER (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURAL OFFICER (AGRIL.ENGG AND WATER MANAGEMENT)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURAL OFFICER (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE OPG BASIC
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT ENGINEER (AGRICULTURE)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT EXECUTIVE ENGINEER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ATTENDER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,CHIEF ACCOUNTS OFFICER AND FINANCIAL ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,CHIEF ARTIST CUM AUDIO VISUAL SPECIALIST
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,COMMISSIONER FOR AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,COOK
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DATA ENTRY ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DEPUTY DIRECTOR (STATISTICS)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DEPUTY DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DRAUGHTSMAN
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,FIRST DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,GROUP  D
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,GROUP D
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,JIONT DIRECTOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,JOINT DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,LAB ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,LABORATORY ATTENDER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,LIBRARIAN
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,MECHANICAL FOREMAN
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,PEON
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,PRINTER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,PROJECTOR OPERATOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SECOND DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SENIOR ASSISTANT DIRECTOR OF HORTICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SENIOR DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SENIOR TYPIST
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,STENOGRAPHER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SUPERINTENDENT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SUPERINTENDENT OPG
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TRACER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TYPIST
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURAL ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURAL IMPLEMENTS SUPERVISOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURAL OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE OFFICER (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURAL OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURAL OFFICER (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE (FARM WOMEN)
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE OPG
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE OPG BASIC
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ATTENDER / DAFFEDAR / LAB ATTENDER / JAMEDAR / MUTCHI
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,COOK / ASSISTANT COOK
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DATA ENTRY ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,FIRST DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,GROUP  D
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,MECHANICAL FOREMAN
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SECOND DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SENIOR DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SERICULTURE INSPECTOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SUPERINTENDENT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TRACER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TYPIST
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADDITIONAL DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADMINISTRATIVE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ADMINISTRATIVE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT AGRICULTURE OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,ASSISTANT DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,COMPOSITOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DATA ENTRY ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DEPUTY DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,FIRST DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,GROUP  D
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,HORTICULTURE ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,IMPLEMENT SUPERVISOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,JOINT DIRECTOR OF AGRICULTURE
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,LAB ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,LABORATORY ATTENDER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,PEON
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,PRINTER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,RANGE FOREST OFFICER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SECOND DIVISION ASSISTANT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SENIOR DRIVER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SERICULTURE INSPECTOR
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,STENOGRAPHER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,SUPERINTENDENT
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TRACER
KARNATAKA STATE DEPARTMENT OF AGRICULTURE,01B,TYPIST
WATERSHED DEVELOPMENT DEPARTMENT,01C,ACCOUNTS OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ADMINISTRATIVE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,ADMINISTRATIVE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,AGRICULTURAL OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,AGRICULTURE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,AGRICULTURE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT AGRICULTURE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT CONSERVATOR OF FOREST
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT DIRECTOR OF AGRICULTURE OPG BASIC
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT DIRECTOR OF HORTICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT DIRECTOR OF STATISTICS
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT HORTICULTURE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT STATISTICAL OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,CHIEF ACCOUNTS OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,COMMISSIONER
WATERSHED DEVELOPMENT DEPARTMENT,01C,DATA ENTRY ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,DEPUTY DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,DEPUTY DIRECTOR STATISTICS
WATERSHED DEVELOPMENT DEPARTMENT,01C,DEPUTY RANGE FOREST OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,DIRECTOR I
WATERSHED DEVELOPMENT DEPARTMENT,01C,F D A OFFICATING
WATERSHED DEVELOPMENT DEPARTMENT,01C,FIRST DIVISION ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,FOREST GUARD
WATERSHED DEVELOPMENT DEPARTMENT,01C,FORESTER
WATERSHED DEVELOPMENT DEPARTMENT,01C,GARDENER
WATERSHED DEVELOPMENT DEPARTMENT,01C,GROUP  D
WATERSHED DEVELOPMENT DEPARTMENT,01C,HORTICULTURE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,JOINT DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,JOINT DIRECTOR OF HORTICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,RANGE FOREST OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,SECOND DIVISION ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,SENIOR  I M V
WATERSHED DEVELOPMENT DEPARTMENT,01C,SENIOR ASSISTANT DIRECTOR OF HORTICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,STENOGRAPHER
WATERSHED DEVELOPMENT DEPARTMENT,01C,SUPERINTENDENT
WATERSHED DEVELOPMENT DEPARTMENT,01C,TYPIST
WATERSHED DEVELOPMENT DEPARTMENT,01C,ADDITIONAL DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,ADMINISTRATIVE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,ADMINISTRATIVE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,AGRICULTURE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,AGRICULTURE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT AGRICULTURE OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,ASSISTANT DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,COMPOSITOR
WATERSHED DEVELOPMENT DEPARTMENT,01C,DATA ENTRY ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,DEPUTY DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,DRIVER
WATERSHED DEVELOPMENT DEPARTMENT,01C,FIRST DIVISION ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,GROUP  D
WATERSHED DEVELOPMENT DEPARTMENT,01C,HORTICULTURE ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,IMPLEMENT SUPERVISOR
WATERSHED DEVELOPMENT DEPARTMENT,01C,JOINT DIRECTOR OF AGRICULTURE
WATERSHED DEVELOPMENT DEPARTMENT,01C,LAB ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,LABORATORY ATTENDER
WATERSHED DEVELOPMENT DEPARTMENT,01C,PEON
WATERSHED DEVELOPMENT DEPARTMENT,01C,PRINTER
WATERSHED DEVELOPMENT DEPARTMENT,01C,RANGE FOREST OFFICER
WATERSHED DEVELOPMENT DEPARTMENT,01C,SECOND DIVISION ASSISTANT
WATERSHED DEVELOPMENT DEPARTMENT,01C,SENIOR DRIVER
WATERSHED DEVELOPMENT DEPARTMENT,01C,SERICULTURE INSPECTOR
WATERSHED DEVELOPMENT DEPARTMENT,01C,STENOGRAPHER
WATERSHED DEVELOPMENT DEPARTMENT,01C,SUPERINTENDENT
WATERSHED DEVELOPMENT DEPARTMENT,01C,TRACER
WATERSHED DEVELOPMENT DEPARTMENT,01C,TYPIST
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ACCOUNTS ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ACCOUNTS MANAGER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ACCOUNTS SUPERINTENDENT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ADDITIONAL DIRECTOR GENERAL OF POLICE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ADDITIONAL DIRECTOR TRANSLATION
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ADDITIONAL SECRETARY
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ARMED HEAD CONSTABLE(AHC)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ARMED POLICE CONSTABLE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ARMED POLICE CONSTABLE(APC)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT ADMINISTATIVE OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT DIRECTIOR(R32)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT DIRECTOR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT DIRECTOR GRADE-I
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,"ASSISTANT DRAFTSMAN AND EX-OFFICIO UNDER SECRETARY TO GOVT., DEPARTMENT OF PARLIAMENTARY AFFAIRS AND LEGISLATION"
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT ENGINEER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT LIBRARIAN
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT STATISTICAL OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT SUB INSPECTOR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,ASSISTANT SUB INSPECTOR OF POLICE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,AUDIT OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,BINDER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,CHIEF EXECUTIVE OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DALAYAT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DATA ENTRY ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DEPUTY CONTROLLER FINANCE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DEPUTY DIRECTOR (STATISTICS)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DEPUTY LIBRARIAN
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DEPUTY SECRETARY
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DEPUTY SUPERINTENDENT OF POLICE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DIRECTOR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DRAFTING ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,DRIVER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,EXECUTIVE ENGINEER(CIVIL)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,FIRST DIVISION ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,FIRST DIVISION CLERK
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,GAZETTED PERSONAL ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,GOVERNMENT PROSECUTOR/LEGAL OFFICER(SENIOR)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,HEAD CONSTABLE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,JAMEDAR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,JOINT SECRETARY
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,JUNIOR ACCOUNTS ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,JUNIOR ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,LAW OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,LIFT ATTENDER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,MEMBER SECRETARY
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,MIS SENIOR EXECUTIVE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,OFFICER ON SPECIAL DUTY
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PERSONAL ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PERSONAL SECRETARY (SELECTION GRADE)
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PERSONAL SECRETARY GRADE -  I
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PERSONAL SECRETARY GRADE -  II
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PHARMACIST
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,POLICE CONSTABLE
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,POLICE INSPECTOR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PROJECT ASSISTANT
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PROJECT DIRECTOR
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,PROJECT OFFICER
ANIMAL HUSBANDRY AND FISHERIES SECRETARIAT,02A,RESEARCH OFFICER
